date,connect_code,rank,rating,wins,losses
2023-10-30 11:25:19.788754,ZFFY#392,Bronze 3,1017.71,1,4
2023-10-30 11:25:20.266154,VRIT#335,Silver 1,1100.00,0,0
2023-10-30 11:25:21.018489,EZPZ#100,Silver 1,1100.00,0,0
2023-10-30 11:25:21.721336,TORT#194,Bronze 3,988.17,1,6
2023-10-30 11:25:22.432289,AZ#763,Silver 1,1100.00,0,0
2023-10-30 11:25:23.987417,ALBU#436,Silver 1,1100.00,0,0
2023-10-30 11:25:24.826256,SIN#817,Silver 1,1061.32,12,20
2023-10-30 11:25:25.830322,ZAP#606,Bronze 3,1004.21,15,22
2023-10-30 11:25:26.650078,PIX#414,Silver 3,1425.52,100,109
2023-10-30 11:25:27.470054,SOGG#914,Silver 1,1100.00,0,0
2023-10-30 11:25:28.083465,ZONE#953,Gold 1,1468.90,107,106
2023-10-30 11:25:28.902364,UNIT#927,Gold 1,1481.64,67,66
2023-10-30 11:25:29.528746,BEER#271,Bronze 1,656.07,52,190
2023-10-30 11:25:30.435062,MCBI#142,Bronze 3,1042.27,143,207
2023-10-30 11:25:31.154930,BUNG#0,Silver 2,1234.93,107,116
2023-10-30 11:25:31.872392,FLY#633,Silver 1,1100.00,0,0
2023-10-30 11:25:32.486149,MIKE#632,Bronze 3,1010.02,9,19
2023-10-30 11:25:33.441745,LRIT#537,Silver 1,1100.00,0,0
2023-10-30 11:25:34.023853,FRAP#589,Silver 1,1100.00,0,0
2023-10-30 11:25:34.944528,JKO#360,Silver 1,1100.00,0,0
2023-10-30 11:25:35.763783,WING#946,Silver 1,1100.00,0,0
2023-10-30 11:25:36.991515,ZOOK#795,Silver 1,1100.00,0,0
2023-10-30 11:25:37.927963,BAMP#928,Bronze 2,874.46,3,11
2023-10-30 11:25:38.631102,JEFF#120,Silver 1,1100.00,0,0
2023-10-30 11:25:39.962205,JOSH#927,Silver 1,1100.00,0,0
2023-10-30 11:25:40.832659,PXY#489,Silver 1,1100.00,0,0
2023-10-30 11:25:41.702875,GHST#179,Silver 1,1100.00,0,0
2023-10-30 11:25:42.726763,KACH#536,Silver 1,1100.00,0,0
2023-10-30 11:25:43.546350,SBOY#592,Silver 1,1100.00,0,0
2023-10-30 11:25:44.364199,JS#671,Silver 1,1100.00,0,0
2023-10-30 11:25:45.376038,FURI#461,Silver 1,1100.00,0,0
2023-10-30 11:25:46.209001,DAWN#704,Silver 1,1100.00,0,0
2023-10-30 11:25:47.024813,NICO#782,Silver 1,1100.00,0,0
2023-10-30 11:25:47.744825,MIKE#610,Silver 1,1100.00,0,0
2023-10-30 11:25:48.461817,TOAD#337,Bronze 2,873.17,16,35
2023-10-30 11:25:49.726296,CHEZ#666,Silver 1,1100.00,0,0
2023-10-30 11:25:50.305107,ROBN#329,Silver 1,1100.00,0,0
2023-10-30 11:25:51.226877,SONI#404,Silver 1,1102.16,7,14
2023-10-30 11:25:51.738721,LRYG#335,Bronze 2,784.65,7,21
2023-10-30 11:25:52.441223,WIYA#401,Bronze 3,1023.58,17,27
2023-10-30 11:25:52.967648,GSTO#925,Silver 1,1100.00,0,0
2023-10-30 11:25:53.500912,BANJ#827,Silver 1,1100.00,0,0
2023-10-30 11:25:54.095495,NIPP#761,Silver 1,1100.00,0,0
2023-10-30 11:25:54.810823,JNYR#544,Silver 1,1100.00,0,0
2023-10-30 11:25:55.329414,LECR#872,Silver 1,1169.01,30,36
2023-10-30 11:25:56.143745,SLIM#768,Gold 2,1629.98,289,282
2023-10-30 11:25:56.858847,FUZZ#617,Silver 1,1100.00,0,0
2023-10-30 11:25:57.575598,RAUS#195,Silver 1,1100.00,0,0
2023-10-30 11:25:58.803638,TUBE#405,Silver 1,1100.00,0,0
2023-10-30 11:26:00.032124,MCNU#328,Silver 1,1100.00,0,0
2023-10-30 11:26:00.852586,BUTT#885,Silver 1,1100.00,0,0
2023-10-30 11:26:01.426900,SKYLER#0,Silver 1,1100.00,0,0
2023-10-30 11:26:02.081462,LMBD#503,Silver 1,1100.00,0,0
2023-10-30 11:26:02.798120,JDJ#401,Silver 1,1100.00,0,0
2023-10-30 11:26:03.617470,ELVN#342,Silver 1,1100.00,0,0
2023-10-30 11:26:04.232245,JAME#976,Silver 1,1100.00,0,0
2023-10-30 11:26:04.743503,RR#900,Silver 1,1100.00,0,0
2023-10-30 11:26:05.407048,YRTR#546,Silver 1,1105.72,5,10
2023-10-30 11:26:06.075436,SCRH#519,Silver 1,1100.00,0,0
2023-10-30 11:26:06.689544,LEMO#118,Silver 1,1100.00,0,0
2023-10-30 11:26:07.713669,HAWK#689,Silver 1,1100.00,0,0
2023-10-30 11:26:08.225227,REZ#805,Silver 1,1100.00,0,0
2023-10-30 11:26:08.841651,AWOO#808,Silver 1,1100.00,0,0
2023-10-30 11:26:09.382670,TUES#589,Silver 1,1100.00,0,0
2023-10-30 11:26:10.069048,JINJ#284,Silver 1,1100.00,0,0
2023-10-30 11:26:10.683295,BBJD#672,Silver 1,1100.00,0,0
2023-10-30 11:26:11.195319,NITC#904,Silver 1,1100.00,0,0
2023-10-30 11:26:11.912027,LAMP#259,Silver 1,1100.00,0,0
2023-10-30 11:26:12.731546,ZACH#481,Bronze 3,1046.27,13,30
2023-10-30 11:26:13.345874,SNTH#778,Silver 1,1100.00,0,0
2023-10-30 11:26:14.059584,FRAM#918,Silver 1,1100.00,0,0
2023-10-30 11:26:14.984239,TOPH#970,Silver 1,1100.00,0,0
2023-10-30 11:26:15.599669,SKYE#361,Bronze 3,984.79,35,59
2023-10-30 11:26:16.315474,ACE#440,Silver 1,1100.00,0,0
2023-10-30 11:26:16.929874,DRGO#705,Silver 1,1100.00,0,0
2023-10-30 11:26:17.594912,NDRM#802,Silver 1,1100.00,0,0
2023-10-30 11:26:18.158943,VINS#908,Silver 2,1198.47,50,61
2023-10-30 11:26:18.875809,KING#244,Silver 1,1100.00,0,0
2023-10-30 11:26:19.527793,ELBW#147,Silver 1,1100.00,0,0
2023-10-30 11:26:20.004453,CVEG#207,Silver 1,1170.30,8,10
2023-10-30 11:26:20.615127,NAP#591,Silver 1,1100.00,0,0
2023-10-30 11:26:21.640637,RNB#740,Gold 1,1521.37,159,162
2023-10-30 11:26:22.357049,VNLA#236,Silver 1,1100.00,0,0
2023-10-30 11:26:23.074202,WAFL#475,Silver 2,1235.75,285,301
2023-10-30 11:26:23.595768,PBJZ#316,Silver 2,1242.89,17,16
2023-10-30 11:26:24.200740,COOP#763,Silver 1,1065.41,0,1
2023-10-30 11:26:25.088978,HIGH#824,Silver 1,1100.00,0,0
2023-10-30 11:26:26.078315,RDAN#598,Silver 1,1100.00,0,0
2023-10-30 11:26:27.067950,FACE#513,Silver 1,1100.00,0,0
2023-10-30 11:26:27.989733,SAM#321,Silver 2,1195.75,13,11
2023-10-30 11:26:29.013559,LEFT#595,Silver 1,1100.00,0,0
2023-10-30 11:26:29.627990,SPNG#818,Bronze 1,633.37,13,52
2023-10-30 11:26:30.242069,DWNG#259,Silver 1,1100.00,0,0
2023-10-30 11:26:30.856833,TYLE#520,Silver 1,1100.00,0,0
2023-10-30 11:26:31.471628,CHAM#824,Silver 1,1060.67,0,1
2023-10-30 11:26:32.086322,CEIL#892,Silver 1,1100.00,0,0
2023-10-30 11:26:32.692726,LOU#359,Bronze 3,966.50,8,13
2023-10-30 11:26:33.314789,FISH#805,Silver 1,1100.00,0,0
2023-10-30 11:26:33.928907,BART#487,Silver 1,1100.00,0,0
2023-10-30 11:26:34.449498,SOVI#322,Silver 1,1100.00,0,0
2023-10-30 11:26:35.056409,ALPH#4,Silver 1,1100.00,0,0
2023-10-30 11:26:35.669454,MILU#486,Silver 1,1100.00,0,0
2023-10-30 11:26:36.284239,MAJO#542,Silver 1,1100.00,0,0
2023-10-30 11:26:36.898662,LUNC#173,Silver 1,1100.00,0,0
2023-10-30 11:26:37.606198,BODI#649,Silver 1,1100.00,0,0
2023-10-30 11:26:38.128604,LEMO#180,Silver 1,1100.00,0,0
2023-10-30 11:26:38.639154,JOSH#457,Silver 1,1100.00,0,0
2023-10-30 11:26:39.254152,HOE#706,Silver 1,1100.00,0,0
2023-10-30 11:26:39.750647,PENG#562,Silver 1,1100.00,0,0
2023-10-30 11:26:40.256125,TRIP#516,Bronze 2,849.97,4,12
2023-10-30 11:26:40.892338,DERR#551,Silver 1,1100.00,0,0
2023-10-30 11:26:41.586784,BREW#525,Silver 1,1100.00,0,0
2023-10-30 11:26:42.121407,SILV#244,Silver 1,1100.00,0,0
2023-10-30 11:26:42.633304,FAIS#375,Silver 1,1100.00,0,0
2023-10-30 11:26:43.350208,BEES#289,Silver 1,1100.00,0,0
2023-10-30 11:26:44.374192,KSHY#974,Bronze 1,689.52,8,29
2023-10-30 11:26:45.063168,DOE#991,Silver 1,1100.00,0,0
2023-10-30 11:26:45.603115,BEN#919,Silver 1,1100.00,0,0
2023-10-30 11:26:46.524524,SNAK#291,Bronze 1,536.35,3,41
2023-10-30 11:26:47.139054,TOMI#606,Silver 1,1100.00,0,0
2023-10-30 11:26:48.163773,NICC#522,Silver 1,1100.00,0,0
2023-10-30 11:26:49.288412,FALL#483,Silver 1,1100.00,0,0
2023-10-30 11:26:50.211276,BLST#127,Bronze 3,1039.61,4,9
2023-10-30 11:26:50.927966,DROM#476,Bronze 2,842.02,1,10
2023-10-30 11:26:51.611379,YUNG#101,Silver 1,1100.00,0,0
2023-10-30 11:26:52.259501,GOOM#276,Bronze 2,854.95,34,70
2023-10-30 11:26:53.075314,CURS#608,Silver 1,1100.00,0,0
2023-10-30 11:26:54.099178,RYNS#988,Gold 2,1651.95,11,6
2023-10-30 11:26:54.819896,SCOT#194,Silver 1,1100.00,0,0
2023-10-30 11:26:55.537822,FLPD#408,Bronze 1,654.01,2,24
2023-10-30 11:26:56.253116,CG#132,Silver 1,1163.17,17,21
2023-10-30 11:26:57.033957,PAHQ#617,Silver 1,1100.00,0,0
2023-10-30 11:26:57.789079,BORE#122,Bronze 1,716.59,10,40
2023-10-30 11:26:58.519524,LAIT#393,Silver 1,1100.00,0,0
2023-10-30 11:26:59.325269,DEEJ#206,Silver 1,1100.00,0,0
2023-10-30 11:27:00.042017,QPEA#964,Silver 1,1100.00,0,0
2023-10-30 11:27:01.002476,ALEX#389,Silver 1,1100.00,0,0
2023-10-30 11:27:01.782579,POTT#614,Silver 1,1100.00,0,0
2023-10-30 11:27:02.601907,TWINK#0,Silver 1,1100.00,0,0
2023-10-30 11:27:03.463719,TMPS#488,Silver 1,1100.00,0,0
2023-10-30 11:27:04.650023,UNKN#816,Silver 1,1100.00,0,0
2023-10-30 11:27:05.982579,FUN#0,Gold 2,1609.08,32,32
2023-10-30 11:27:06.903113,REBI#844,Silver 1,1100.00,0,0
2023-10-30 11:27:07.619858,FLIP#604,Silver 1,1100.00,0,0
2023-10-30 11:27:08.234835,HFTG#365,Silver 1,1100.00,0,0
2023-10-30 11:27:08.951701,LK#906,Silver 1,1100.00,0,0
2023-10-30 11:27:09.566591,BOOL#713,Silver 1,1100.00,0,0
2023-10-30 11:27:10.225625,GAME#691,Silver 1,1100.00,0,0
2023-10-30 11:27:11.306470,LUC#319,Silver 1,1100.00,0,0
2023-10-30 11:27:12.330472,SCUM#391,Silver 1,1100.00,0,0
2023-10-30 11:27:13.252100,JAKE#350,Gold 1,1462.63,71,71
2023-10-30 11:27:13.969941,DOOD#336,Silver 1,1100.00,0,0
2023-10-30 11:27:14.584341,RASH#342,Silver 1,1100.00,0,0
2023-10-30 11:27:15.536563,LIME#175,Bronze 3,943.15,29,46
2023-10-30 11:27:16.119421,APE#752,Silver 1,1082.57,5,9
2023-10-30 11:27:16.836771,CLU#287,Silver 1,1100.00,0,0
2023-10-30 11:27:17.655423,BLUB#372,Silver 1,1100.00,0,0
2023-10-30 11:27:18.679508,THAC#0,Silver 1,1100.00,0,0
2023-10-30 11:27:19.396311,DOUG#332,Silver 1,1100.00,0,0
2023-10-30 11:27:20.010742,MIFL#534,Silver 1,1165.01,44,48
2023-10-30 11:27:20.624826,HUX#522,Bronze 2,842.54,4,16
2023-10-30 11:27:21.238889,HI#918,Silver 1,1100.00,0,0
2023-10-30 11:27:21.853954,NATI#173,Silver 1,1100.00,0,0
2023-10-30 11:27:22.571188,BIGA#221,Silver 1,1100.00,0,0
2023-10-30 11:27:23.287685,ROCK#752,Bronze 2,812.44,24,68
2023-10-30 11:27:23.902234,ELLI#730,Silver 1,1100.00,0,0
2023-10-30 11:27:24.574738,FITE#440,Silver 1,1100.00,0,0
2023-10-30 11:27:25.130904,GEO#726,Bronze 2,778.27,17,50
2023-10-30 11:27:25.847980,VARK#288,Silver 1,1100.00,0,0
2023-10-30 11:27:27.076663,WHAR#229,Silver 1,1100.00,0,0
2023-10-30 11:27:27.672580,SHVR#202,Silver 1,1100.00,0,0
2023-10-30 11:27:28.407795,COOZ#757,Silver 1,1100.00,0,0
2023-10-30 11:27:29.326233,GENO#188,Silver 1,1100.00,0,0
2023-10-30 11:27:30.555385,PERC#744,Silver 1,1100.00,0,0
2023-10-30 11:27:31.172957,CART#908,Silver 1,1100.00,0,0
2023-10-30 11:27:31.819235,STEA#139,Silver 1,1100.00,0,0
2023-10-30 11:27:32.505035,FART#946,Silver 1,1100.00,0,0
2023-10-30 11:27:33.103610,BUDO#7,Silver 1,1100.00,0,0
2023-10-30 11:27:34.040091,BL#210,Platinum 1,1763.28,81,69
2023-10-30 11:27:34.842397,MTIM#995,Bronze 2,811.86,1,8
2023-10-30 11:27:35.883313,COOL#463,Silver 2,1305.88,44,44
2023-10-30 11:27:37.006804,ZHU#897,Silver 1,1100.00,0,0
2023-10-30 11:27:37.774518,RICE#209,Silver 1,1100.00,0,0
2023-10-30 11:27:38.976587,DDR#839,Silver 1,1100.00,0,0
2023-10-30 11:27:39.673500,KIM#145,Silver 1,1100.00,0,0
2023-10-30 11:27:40.697821,ALIG#364,Silver 1,1159.91,9,11
2023-10-30 11:27:41.311983,WOOK#431,Silver 1,1100.00,0,0
2023-10-30 11:27:42.027603,SHEW#496,Silver 1,1100.00,0,0
2023-10-30 11:27:42.569581,AFRO#884,Silver 1,1100.00,0,0
2023-10-30 11:27:43.154178,JEWE#484,Silver 1,1100.00,0,0
2023-10-30 11:27:43.770173,LARR#905,Silver 1,1100.00,0,0
2023-10-30 11:27:44.301603,EDDY#139,Silver 1,1100.00,0,0
2023-10-30 11:27:44.895242,BROK#386,Silver 1,1100.00,0,0
2023-10-30 11:27:45.510424,LOSR#446,Silver 1,1057.46,0,1
2023-10-30 11:27:46.243482,ZAZU#626,Silver 1,1078.18,1,3
2023-10-30 11:27:46.725033,POEJ#572,Silver 1,1100.00,0,0
2023-10-30 11:27:47.249385,BLIP#838,Bronze 3,950.22,0,3
2023-10-30 11:27:47.967205,I#1,Silver 1,1063.10,9,13
2023-10-30 11:27:48.683860,BURU#907,Silver 1,1100.00,0,0
2023-10-30 11:27:49.264815,ENGO#869,Silver 1,1100.00,0,0
2023-10-30 11:27:49.914480,PURE#720,Silver 1,1100.00,0,0
2023-10-30 11:27:50.602282,TMIX#518,Silver 1,1100.00,0,0
2023-10-30 11:27:51.141196,ESSX#777,Silver 1,1100.00,0,0
2023-10-30 11:27:51.667785,VORT#923,Bronze 2,786.10,1,7
2023-10-30 11:27:52.370436,KIEF#333,Silver 1,1100.00,0,0
2023-10-30 11:27:52.966367,JUMP#541,Silver 3,1318.87,62,59
2023-10-30 11:27:53.497244,KEL#277,Silver 1,1100.00,0,0
2023-10-30 11:27:54.315949,JUIC#797,Silver 1,1100.00,0,0
2023-10-30 11:27:54.858227,GIZZ#684,Silver 1,1100.00,0,0
2023-10-30 11:27:55.418628,VFDD#730,Silver 1,1100.00,0,0
2023-10-30 11:27:55.955090,PINK#670,Silver 1,1134.03,11,20
2023-10-30 11:27:56.569017,SM#948,Silver 1,1100.00,0,0
2023-10-30 11:27:57.183525,ASAP#145,Silver 1,1100.00,0,0
2023-10-30 11:27:57.681295,GHTE#143,Bronze 2,845.23,6,20
2023-10-30 11:27:58.207579,SING#702,Silver 1,1100.00,0,0
2023-10-30 11:27:59.127281,ROMM#791,Silver 1,1100.00,0,0
2023-10-30 11:27:59.743571,DORI#328,Silver 3,1368.22,45,52
2023-10-30 11:28:00.357983,JUGG#253,Silver 1,1100.00,0,0
2023-10-30 11:28:01.074770,GIO#393,Silver 1,1100.00,0,0
2023-10-30 11:28:01.596789,JOJO#344,Silver 1,1100.00,0,0
2023-10-30 11:28:02.200624,IDKD#736,Silver 1,1100.00,0,0
2023-10-30 11:28:02.816194,JIM#885,Silver 1,1100.00,0,0
2023-10-30 11:28:03.430972,ROBO#315,Silver 1,1100.00,0,0
2023-10-30 11:28:04.044306,DX#963,Silver 1,1056.12,0,2
2023-10-30 11:28:04.556535,SONI#869,Silver 1,1100.00,0,0
2023-10-30 11:28:05.068494,CLEM#955,Silver 1,1100.00,0,0
2023-10-30 11:28:05.553230,TDG#652,Silver 1,1100.00,0,0
2023-10-30 11:28:06.090621,RYUK#801,Silver 1,1100.00,0,0
2023-10-30 11:28:06.606715,CONE#499,Silver 1,1074.27,74,102
2023-10-30 11:28:07.218770,COLE#860,Bronze 3,1032.14,2,6
2023-10-30 11:28:07.721853,VV#968,Bronze 1,693.86,0,12
2023-10-30 11:28:08.346421,TREV#799,Bronze 2,886.44,0,3
2023-10-30 11:28:08.956595,CLOC#931,Silver 1,1100.00,0,0
2023-10-30 11:28:09.677214,FARK#467,Silver 1,1100.00,0,0
2023-10-30 11:28:10.291015,KREK#114,Silver 1,1187.41,4,6
2023-10-30 11:28:10.904104,JAZZ#885,Bronze 3,1037.37,1,4
2023-10-30 11:28:11.520626,OOOF#456,Silver 1,1100.00,0,0
2023-10-30 11:28:12.029326,POPE#241,Silver 1,1100.00,0,0
2023-10-30 11:28:12.643626,XKAN#589,Silver 1,1100.00,0,0
2023-10-30 11:28:13.223582,JORD#292,Bronze 3,1033.74,0,2
2023-10-30 11:28:13.938012,DELF#971,Silver 1,1100.00,0,0
2023-10-30 11:28:14.491264,MAGG#685,Silver 1,1100.00,0,0
2023-10-30 11:28:15.206586,ANDR#423,Silver 1,1100.00,0,0
2023-10-30 11:28:15.921966,CHES#694,Silver 1,1100.00,0,0
2023-10-30 11:28:16.795937,BIGJ#106,Silver 1,1100.00,0,0
2023-10-30 11:28:17.459391,DANW#768,Silver 1,1100.00,0,0
2023-10-30 11:28:18.176139,DANT#364,Silver 1,1100.00,0,0
2023-10-30 11:28:18.893723,CRAB#518,Silver 1,1100.00,0,0
2023-10-30 11:28:19.507475,CDAN#598,Bronze 3,998.47,203,295
2023-10-30 11:28:20.122356,VEG#123,Bronze 2,835.77,26,49
2023-10-30 11:28:20.838735,SMAL#621,Silver 1,1100.00,0,0
2023-10-30 11:28:21.426442,TOE#586,Silver 1,1100.00,0,0
2023-10-30 11:28:21.970153,FAUC#475,Silver 1,1100.00,0,0
2023-10-30 11:28:22.579660,HOEL#237,Bronze 1,712.15,18,75
2023-10-30 11:28:23.192967,REMX#483,Silver 1,1100.00,0,0
2023-10-30 11:28:23.772153,EVIL#773,Bronze 3,940.85,1,8
2023-10-30 11:28:24.628232,DIRT#810,Silver 1,1100.00,0,0
2023-10-30 11:28:25.281346,CAKE#357,Bronze 3,1053.41,1,4
2023-10-30 11:28:25.957612,PAWN#167,Silver 1,1100.00,0,0
2023-10-30 11:28:26.676245,OWEN#2,Silver 1,1100.00,0,0
2023-10-30 11:28:27.183816,JIT#222,Silver 1,1066.90,0,1
2023-10-30 11:28:27.699757,PIKA#747,Silver 1,1058.94,156,182
2023-10-30 11:28:28.314145,BOGY#137,Silver 1,1100.00,0,0
2023-10-30 11:28:29.029310,QULE#287,Silver 1,1100.00,0,0
2023-10-30 11:28:29.645427,SNIF#179,Silver 1,1100.00,0,0
2023-10-30 11:28:30.126261,WADE#324,Silver 1,1172.11,136,145
2023-10-30 11:28:30.669457,PISS#700,Silver 3,1374.88,36,38
2023-10-30 11:28:31.181595,KYLE#570,Bronze 2,814.67,1,12
2023-10-30 11:28:31.666064,KOZA#772,Silver 1,1176.87,1,1
2023-10-30 11:28:32.207066,LANK#854,Silver 1,1100.00,0,0
2023-10-30 11:28:32.703136,DINK#311,Bronze 3,924.47,3,9
2023-10-30 11:28:33.331686,WING#155,Silver 1,1100.00,0,0
2023-10-30 11:28:34.048936,MAPL#707,Silver 1,1100.00,0,0
2023-10-30 11:28:34.662454,RJM#865,Bronze 3,1033.68,2,4
2023-10-30 11:28:35.277641,BLEM#354,Silver 1,1100.00,0,0
2023-10-30 11:28:35.641171,JEDI#598,,,,
2023-10-30 11:28:36.199208,BEAN#586,Silver 1,1100.00,0,0
2023-10-30 11:28:36.852056,JAAK#864,Silver 1,1100.00,0,0
2023-10-30 11:28:37.530555,CLOP#630,Silver 1,1100.00,0,0
2023-10-30 11:28:38.349716,CLIP#184,Silver 1,1100.00,0,0
2023-10-30 11:28:39.024983,GUCC#621,Bronze 1,682.80,2,13
2023-10-30 11:28:39.885909,TRUS#955,Silver 1,1100.00,0,0
2023-10-30 11:28:40.599607,XEAN#101,Silver 1,1100.00,0,0
2023-10-30 11:28:41.524400,GIAR#148,Bronze 3,985.54,49,75
2023-10-30 11:28:42.036695,REX#580,Silver 2,1212.76,30,36
2023-10-30 11:28:42.650698,NOOT#901,Silver 1,1100.00,0,0
2023-10-30 11:28:43.265149,ANCO#203,Gold 2,1560.38,99,114
2023-10-30 11:28:43.982118,BLUE#948,Silver 1,1100.00,0,0
2023-10-30 11:28:44.576760,BEUR#486,Silver 1,1100.00,0,0
2023-10-30 11:28:45.212359,FLYI#485,Silver 1,1100.00,0,0
2023-10-30 11:28:45.825284,NY#175,Silver 1,1100.00,0,0
2023-10-30 11:28:46.439568,SEUS#948,Silver 1,1100.00,0,0
2023-10-30 11:28:47.050828,RAHA#440,Silver 1,1100.00,0,0
2023-10-30 11:28:47.873054,DAFT#720,Silver 1,1100.00,0,0
2023-10-30 11:28:48.487753,SUHS#871,Bronze 3,1023.29,20,37
2023-10-30 11:28:49.511793,PLUT#826,Silver 1,1100.00,0,0
2023-10-30 11:28:50.158981,JUST#601,Silver 1,1100.00,0,0
2023-10-30 11:28:51.045211,CC#231,Silver 1,1100.00,0,0
2023-10-30 11:28:51.661930,CALV#670,Bronze 3,953.57,6,13
2023-10-30 11:28:52.379976,REPT#113,Bronze 3,921.28,2,8
2023-10-30 11:28:53.094500,BLLS#331,Silver 1,1100.00,0,0
2023-10-30 11:28:54.119897,PIMP#296,Bronze 3,1018.92,121,144
2023-10-30 11:28:54.664855,CRWH#183,Silver 1,1100.00,0,0
2023-10-30 11:28:56.059044,AKIV#4,Silver 1,1153.86,1,1
2023-10-30 11:28:56.781010,BINKY#0,Silver 1,1100.00,0,0
2023-10-30 11:28:57.647273,TGC#437,Silver 1,1100.00,0,0
2023-10-30 11:28:58.523947,INFA#745,Silver 1,1100.00,0,0
2023-10-30 11:28:59.342075,BABY#158,Silver 1,1100.00,0,0
2023-10-30 11:29:00.059068,NESS#520,Silver 1,1100.00,0,0
2023-10-30 11:29:00.622351,STIG#724,Silver 1,1100.00,0,0
2023-10-30 11:29:01.287762,PGRA#144,Silver 1,1100.00,0,0
2023-10-30 11:29:03.131581,LIKI#147,Bronze 2,766.33,1,12
2023-10-30 11:29:04.053131,SPUD#728,Silver 1,1100.00,0,0
2023-10-30 11:29:05.176380,TNCN#420,Silver 1,1163.82,8,14
2023-10-30 11:29:06.408453,JEMP#519,Silver 1,1100.00,0,0
2023-10-30 11:29:07.227691,MYST#303,Silver 2,1252.88,258,265
2023-10-30 11:29:08.149275,RQZI#578,Silver 1,1100.00,0,0
2023-10-30 11:29:08.968564,BOMB#799,Gold 1,1449.13,91,96
2023-10-30 11:29:10.197570,DREW#832,Silver 1,1100.00,0,0
2023-10-30 11:29:10.811964,JOJO#691,Bronze 2,870.14,19,38
2023-10-30 11:29:11.384761,JOLO#152,Silver 1,1100.00,0,0
2023-10-30 11:29:12.040359,NUTS#499,Silver 1,1100.00,0,0
2023-10-30 11:29:12.757417,KLAM#238,Silver 1,1100.00,0,0
2023-10-30 11:29:13.371883,FRIZ#989,Bronze 3,992.73,13,23
2023-10-30 11:29:13.986351,PH#113,Bronze 2,801.53,2,11
2023-10-30 11:29:14.498425,IMBY#0,Bronze 3,1016.01,0,2
2023-10-30 11:29:15.011065,COOM#582,Silver 1,1100.00,0,0
2023-10-30 11:29:15.545663,MORG#311,Silver 1,1100.00,0,0
2023-10-30 11:29:16.136902,FIRE#281,Bronze 3,983.70,33,55
2023-10-30 11:29:16.648803,RONN#100,Bronze 3,962.37,2,6
2023-10-30 11:29:17.219668,SUP#333,Silver 1,1100.00,0,0
2023-10-30 11:29:17.732641,DAGM#357,Silver 1,1100.00,0,0
2023-10-30 11:29:18.492125,NOX#972,Silver 1,1100.00,0,0
2023-10-30 11:29:19.005633,OAKS#520,Bronze 2,893.92,1,5
2023-10-30 11:29:19.618895,JP#370,Silver 2,1271.55,21,23
2023-10-30 11:29:21.053038,SOLO#281,Silver 1,1100.00,0,0
2023-10-30 11:29:21.667617,DYL#814,Silver 1,1100.00,0,0
2023-10-30 11:29:22.485853,CUMM#245,Silver 1,1100.00,0,0
2023-10-30 11:29:23.263717,MEEZM#0,Silver 1,1100.00,0,0
2023-10-30 11:29:23.801799,PALM#275,Bronze 1,596.73,15,46
2023-10-30 11:29:24.636354,WONG#420,Silver 2,1221.58,18,23
2023-10-30 11:29:25.250872,WAHA#297,Silver 1,1175.94,16,19
2023-10-30 11:29:25.864587,UZI#967,Silver 1,1164.88,2,3
2023-10-30 11:29:26.879974,VOLU#425,Silver 2,1211.81,149,144
2023-10-30 11:29:27.503188,ONE#362,Silver 1,1100.00,0,0
2023-10-30 11:29:28.322483,BALL#690,Silver 1,1100.00,0,0
2023-10-30 11:29:28.906545,VIPR#875,Silver 1,1100.00,0,0
2023-10-30 11:29:29.452291,SNTA#649,Silver 1,1100.00,0,0
2023-10-30 11:29:30.063832,JOKE#511,Silver 1,1100.00,0,0
2023-10-30 11:29:30.575877,BONG#203,Silver 1,1100.00,0,0
2023-10-30 11:29:31.086568,NYAN#554,Silver 2,1281.08,37,45
2023-10-30 11:29:31.699452,JUPI#121,Silver 1,1100.00,0,0
2023-10-30 11:29:32.214649,THOM#174,Bronze 3,935.20,1,6
2023-10-30 11:29:33.046268,KAWA#199,Silver 1,1100.00,0,0
2023-10-30 11:29:33.646612,EPIC#176,Silver 1,1100.00,0,0
2023-10-30 11:29:34.260409,WILY#210,Silver 1,1100.00,0,0
2023-10-30 11:29:35.080814,AZU#878,Silver 1,1100.00,0,0
2023-10-30 11:29:35.593833,YES#714,Silver 2,1223.67,14,18
2023-10-30 11:29:36.309521,PLUT#565,Silver 1,1100.00,0,0
2023-10-30 11:29:36.821640,NAME#503,Silver 1,1100.00,0,0
2023-10-30 11:29:37.505872,SEAN#365,Silver 1,1100.00,0,0
2023-10-30 11:29:38.359029,URSA#7,Bronze 3,998.18,0,2
2023-10-30 11:29:38.968520,PROP#521,Silver 1,1100.00,0,0
2023-10-30 11:29:39.485827,RYP#800,Silver 1,1152.58,1,1
2023-10-30 11:29:40.098934,KZ#269,Silver 2,1247.39,5,4
2023-10-30 11:29:40.713275,MCDB#740,Silver 1,1100.00,0,0
2023-10-30 11:29:41.430681,EMP#732,Silver 1,1100.00,0,0
2023-10-30 11:29:42.045234,QUIN#122,Silver 1,1100.00,0,0
2023-10-30 11:29:42.865567,YUMP#349,Silver 1,1100.00,0,0
2023-10-30 11:29:43.375696,SMOC#827,Silver 1,1057.66,0,1
2023-10-30 11:29:44.011036,PAPA#696,Silver 1,1100.00,0,0
2023-10-30 11:29:44.606492,CRAC#987,Silver 1,1100.00,0,0
